"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2018";49869;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2019";51721;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2020";53050;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2021";57320;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2022";62441;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";164;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";141;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";135;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";109;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";86;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2018";5233;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2019";6643;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2020";7832;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2021";8575;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2022";8047;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2018";554844;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2019";570943;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2020";583689;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2021";597306;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2022";607220;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2018";319171;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2019";335350;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2020";348679;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2021";360711;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2022";367369;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2018";100917;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2019";102460;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2020";104630;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2021";105436;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2022";106402;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2018";9136;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2019";13787;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2020";16394;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2021";20624;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2022";25834;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2018";29478;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2019";29355;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2020";29212;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2021";29002;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2022";28822;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2018";90182;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2019";93991;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2020";97623;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2021";101280;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2022";104410;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";4785;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";4728;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";4680;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";4630;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";4603;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2018";14032;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2019";14587;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2020";14704;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2021";14780;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2022";14956;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2018";272;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2019";270;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2020";270;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2021";270;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2022";270;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2018";4540;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2019";4719;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2020";4829;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2021";4962;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2022";5058;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2018";6;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2019";6;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2020";6;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2021";5;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2022";6;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2018";1060;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2019";1077;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2020";1080;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2021";1089;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2022";1099;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2018";56;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2019";56;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2020";56;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2021";55;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2022";56;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2018";13480;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2019";14285;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2020";14679;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2021";15384;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2022";16011;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";16;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";17;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";16;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";18;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";19;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2018";1877;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2019";1978;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2020";2109;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2021";2197;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2022";2155;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
