Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Max;L. dni > 120 (S8max);26 maks (S8max);Per. S93.2 (S8max);AOT40 V-VII;SOMO35;Liczba pomiarów;Kompl. lato;Kompl. zima;Liczba kompletnych mies. letnich (IV-IX);Kompletno??;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[µg/m3];[µg/m3];[µg/m3]*h;[µg/m3]*d;(-);[%];[%];(-);[%];(-)
2005;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;40,3;0,0;140,0;0;91,0;97,5;2 936;1 956;6 043;81,0;56,0;0;69,0;1,5
2005;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;57,4;0,0;181,0;31;123,4;123,4;16 155;6 600;8 673;99,0;99,0;0;99,0;1,0
2005;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;O3;1g;34,6;0,0;144,0;2;89,4;91,4;3 487;1 466;8 299;97,0;93,0;0;94,7;1,1
2005;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;55,7;2,0;145,0;4;108,5;108,5;9 433;4 803;8 699;99,0;100,0;0;99,3;1,0
2005;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;41,0;0,0;150,0;3;95,1;95,9;4 491;2 030;8 350;94,0;97,0;0;95,3;1,0
2005;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;55,2;0,0;165,0;7;106,1;111,1;10 437;4 400;6 978;96,0;64,0;0;79,7;1,5
2005;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;53,9;2,0;188,0;22;118,3;118,3;15 982;5 479;8 417;95,0;97,0;0;96,1;1,0
2005;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;63,3;4,0;160,0;39;126,3;126,9;21 813;7 070;8 423;98,0;94,0;0;96,2;1,0
2005;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;56,9;0,0;162,0;34;125,8;126,0;18 577;6 529;8 577;98,0;98,0;0;97,9;1,0
2005;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;63,1;2,0;183,0;31;123,6;127,4;19 472;7 194;8 588;98,0;98,0;0;98,0;1,0
2005;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;O3;1g;51,5;0,0;183,0;22;118,4;119,4;20 418;5 219;8 424;93,0;99,0;0;96,2;1,0
2005;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;36,5;1,0;148,0;11;105,1;105,7;9 037;2 972;8 295;97,0;92,0;0;94,7;1,1
2005;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;57,2;3,0;143,0;8;109,0;109,4;13 168;4 842;8 208;95,0;92,0;0;93,7;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;46,2;0,0;217,0;24;118,5;120,1;15 863;4 665;8 417;100,0;92,0;0;96,1;1,1
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;42,5;0,0;185,0;7;104,8;105,8;8 761;2 807;8 597;98,0;98,0;0;98,1;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;O3;1g;42,8;0,3;183,7;7;101,5;103,5;7 435;2 830;7 358;68,0;100,0;0;84,0;0,7
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;50,5;0,0;189,0;32;124,5;125,6;18 721;5 629;8 133;90,0;96,0;0;92,8;0,9
2005;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;O3;1g;45,8;1,0;129,6;0;90,1;91,5;2 342;1 652;7 855;91,0;88,0;0;89,7;1,1
2005;mazowieckie;PL1402;miasto P?ock;MzPlockPKN3;O3;1g;51,4;2,2;138,7;2;102,6;104,3;6 478;3 533;7 044;90,0;71,0;0;80,4;1,3
2005;mazowieckie;PL1403;miasto Radom;MzRadomPulask;O3;1g;47,6;0,1;172,0;12;110,5;111,7;11 774;4 115;8 293;94,0;95,0;0;94,7;1,0
2005;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;42,7;0,0;148,0;4;96,9;101,7;8 478;2 422;7 586;74,0;100,0;0;86,6;0,7
2005;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;57,3;2,0;161,0;21;116,8;117,3;12 994;4 885;8 626;97,0;99,0;0;98,5;1,0
2005;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;51,5;0,0;160,0;21;116,6;118,8;10 778;5 232;8 135;91,0;95,0;0;92,9;1,0
2005;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;54,4;0,0;171,0;27;121,8;122,9;14 572;5 797;7 810;99,0;79,0;0;89,2;1,3
2005;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;O3;1g;58,2;0,0;175,0;27;121,4;121,5;14 837;6 265;8 205;99,0;88,0;0;93,7;1,1
2005;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;47,2;1,0;152,0;32;123,3;127,8;22 151;6 512;6 133;93,0;47,0;0;70,0;2,0
2005;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;49,5;2,0;153,0;7;97,9;105,0;11 136;3 161;5 951;50,0;86,0;0;67,9;0,6
2005;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;56,7;0,0;179,0;28;121,8;121,8;16 280;6 161;8 615;98,0;98,0;0;98,3;1,0
2005;podlaskie;PL2002;strefa podlaska;PdGrajNowickiego;O3;1g;54,9;0,0;134,0;0;83,1;108,0;7 445;4 551;1 423;16,0;16,0;0;16,2;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;40,9;0,0;146,0;1;83,4;84,1;2 328;1 168;8 487;96,0;98,0;0;96,9;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;51,4;2,0;152,0;5;93,6;95,1;6 807;2 447;8 205;91,0;96,0;0;93,7;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;51,3;1,0;149,0;3;91,4;91,4;3 669;1 886;8 703;99,0;100,0;0;99,3;1,0
2005;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;63,3;3,0;150,0;8;105,9;108,3;10 371;5 387;6 352;80,0;65,0;0;72,5;1,2
2005;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;52,9;1,0;154,0;9;105,5;105,6;7 732;3 812;8 634;99,0;98,0;0;98,6;1,0
2005;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;40,3;1,0;164,0;15;115,3;115,9;16 743;4 012;8 257;93,0;95,0;0;94,3;1,0
2005;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;43,4;1,0;151,0;7;97,4;106,7;13 056;3 472;5 704;74,0;57,0;0;65,1;1,3
2005;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlSosnoSosn_narut;O3;1g;33,0;1,0;134,0;1;83,0;87,4;3 079;1 386;5 835;82,0;51,0;0;66,6;1,6
2005;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;60,2;1,0;187,0;25;120,1;131,1;22 232;7 615;5 300;82,0;38,0;0;60,5;2,2
2005;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;52,7;2,0;151,0;16;115,9;117,0;14 419;4 655;7 914;95,0;86,0;0;90,3;1,1
2005;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;51,1;2,0;176,0;16;109,3;124,1;17 165;5 412;4 717;74,0;34,0;0;53,8;2,2
2005;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;65,4;13,7;175,1;46;130,6;130,6;22 323;7 233;8 635;98,0;99,0;0;98,6;1,0
2005;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;42,7;1,0;152,0;3;100,4;104,1;8 169;2 873;7 158;88,0;76,0;0;81,7;1,2
2005;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;60,8;3,0;188,0;35;122,9;124,5;20 629;6 875;7 808;95,0;83,0;0;89,1;1,2
2005;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSwietKrzyz;O3;1g;74,6;2,0;171,0;48;131,5;131,8;23 447;8 446;8 505;94,0;100,0;0;97,1;1,0
2005;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;53,4;0,0;147,0;7;107,0;109,0;9 746;4 141;8 061;93,0;91,0;0;92,0;1,0
2005;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;46,5;1,1;148,0;4;95,1;107,8;8 558;3 262;4 594;55,0;50,0;0;52,4;1,1
2005;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;O3;1g;49,1;1,3;134,5;0;89,1;99,4;5 202;2 565;4 482;57,0;46,0;0;51,2;1,3
2005;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;O3;1g;44,6;0,0;128,4;1;87,9;97,6;11 402;2 313;3 799;41,0;45,0;0;43,4;0,9
2005;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;55,6;0,0;149,0;13;114,9;115,3;12 335;4 807;8 668;98,0;100,0;0;98,9;1,0
2005;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;60,0;0,0;159,0;15;113,8;113,9;9 270;4 819;8 459;95,0;98,0;0;96,6;1,0
2005;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;43,3;0,0;153,0;5;103,1;104,3;8 973;3 219;7 735;87,0;89,0;0;88,3;1,0
2005;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;45,3;3,0;148,0;6;111,3;112,6;7 688;3 445;8 149;91,0;95,0;0;93,0;1,0
2005;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;53,6;1,0;158,0;24;120,1;120,3;14 514;5 607;7 933;90,0;91,0;0;90,6;1,0
2005;wielkopolskie;PL3003;strefa wielkopolska;WpWKP003;O3;1g;53,1;0,0;160,0;23;119,7;119,8;14 944;5 419;7 895;91,0;89,0;0;90,1;1,0
2005;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;53,6;0,0;178,0;20;118,3;119,1;13 218;5 166;8 286;98,0;91,0;0;94,6;1,1
2005;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;54,9;4,0;169,0;20;117,1;117,1;11 454;5 178;8 283;98,0;91,0;0;94,6;1,1
2006;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;55,4;2,0;187,0;40;131,6;133,1;31 081;7 278;8 193;99,0;88,0;0;93,5;1,1
2006;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;47,7;1,0;180,0;31;123,5;124,5;25 637;5 325;8 404;100,0;92,0;0;95,9;1,1
2006;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;58,9;0,0;190,0;38;128,9;132,1;31 539;6 851;8 335;99,0;91,0;0;95,1;1,1
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzar07;O3;1g;86,6;4,0;189,0;57;138,3;138,3;34 613;10 397;8 357;99,0;91,0;0;95,4;1,1
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;81,0;3,0;198,0;54;137,3;138,4;34 361;9 064;8 296;98,0;91,0;0;94,7;1,1
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;59,7;1,0;204,0;44;136,6;136,8;35 391;6 629;8 370;93,0;98,0;0;95,5;1,0
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;51,5;0,0;190,0;32;125,0;125,3;27 441;6 076;8 427;96,0;96,0;0;96,2;1,0
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;90,9;6,0;199,0;61;141,6;145,0;40 165;11 362;8 209;94,0;94,0;0;93,7;1,0
2006;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;88,3;9,0;187,0;46;132,3;132,3;26 792;10 572;8 752;100,0;100,0;0;99,9;1,0
2006;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;O3;1g;39,6;0,0;169,0;12;101,9;103,3;10 995;2 348;8 181;98,0;89,0;0;93,4;1,1
2006;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;58,0;0,1;174,3;13;104,7;135,2;15 650;6 094;3 303;36,0;39,0;0;37,7;0,9
2006;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;O3;1g;31,8;0,0;164,0;2;80,6;96,7;8 857;1 643;4 496;55,0;48,0;0;51,3;1,2
2006;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;O3;1g;16,4;0,0;83,0;0;36,6;51,3;;0;3 162;2,0;70,0;0;36,1;0,0
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBydgBlota;O3;1g;35,1;0,3;145,4;2;54,4;93,0;5 240;1 580;1 644;19,0;19,0;0;18,8;1,0
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFLasin;O3;1g;24,6;4,5;47,4;0;29,9;39,4;0;0;1 410;21,0;11,0;0;16,1;1,8
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSepolno;O3;1g;45,4;1,1;135,6;1;65,5;116,1;10 173;3 114;1 822;20,0;22,0;0;20,8;0,9
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;58,6;0,0;208,0;43;137,0;141,4;30 977;7 728;7 016;82,0;78,0;0;80,1;1,1
2006;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;O3;1g;47,2;0,0;172,5;6;109,6;110,3;13 842;3 683;8 381;93,0;98,0;0;95,7;1,0
2006;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;O3;1g;47,3;0,0;150,5;3;97,3;100,1;7 160;3 059;6 196;77,0;65,0;0;70,7;1,2
2006;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;58,7;0,0;210,0;38;124,3;126,0;25 902;6 898;8 293;100,0;90,0;0;94,7;1,1
2006;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;42,3;0,0;168,0;10;102,8;104,0;12 985;2 810;8 209;92,0;95,0;0;93,7;1,0
2006;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;53,9;0,0;179,0;13;114,5;115,0;18 254;3 976;8 176;94,0;93,0;0;93,3;1,0
2006;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;56,9;1,0;192,0;37;128,4;128,4;30 438;6 355;8 345;95,0;95,0;0;95,3;1,0
2006;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;60,5;1,5;197,9;38;130,9;131,4;29 355;7 106;8 264;97,0;92,0;0;94,3;1,1
2006;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;57,7;0,4;196,4;44;133,4;133,4;28 534;7 256;8 720;100,0;100,0;0;99,5;1,0
2006;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;63,1;2,0;211,9;47;129,2;132,0;33 053;7 617;8 437;94,0;99,0;0;96,3;1,0
2006;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;O3;1g;54,4;0,0;215,3;38;132,5;134,2;31 118;6 358;8 204;88,0;99,0;0;93,7;0,9
2006;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;30,6;1,0;152,0;4;94,8;95,9;7 382;1 672;8 586;99,0;97,0;0;98,0;1,0
2006;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;59,0;2,0;173,0;18;111,9;118,3;17 088;5 348;6 684;67,0;85,0;0;76,3;0,8
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;47,8;0,0;208,0;29;122,4;125,0;19 371;4 742;8 667;99,0;99,0;0;98,9;1,0
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;42,1;0,0;168,0;18;110,4;110,4;16 433;3 243;8 687;100,0;99,0;0;99,2;1,0
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;O3;1g;40,7;1,2;162,2;7;100,0;102,6;9 755;2 665;7 816;83,0;95,0;0;89,2;0,9
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;50,7;0,7;186,9;21;116,9;119,2;17 371;4 880;7 717;98,0;79,0;0;88,1;1,3
2006;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;O3;1g;43,1;0,8;166,1;3;93,6;98,8;6 184;1 839;7 723;84,0;92,0;0;88,2;0,9
2006;mazowieckie;PL1403;miasto Radom;MzRadomPulask;O3;1g;45,9;-0,4;170,0;11;110,1;110,5;14 845;3 486;7 964;91,0;90,0;0;90,9;1,0
2006;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;44,7;0,2;184,8;11;99,1;104,5;13 129;2 784;8 041;92,0;92,0;0;91,8;1,0
2006;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;60,6;0,0;188,9;38;127,4;128,2;27 551;6 641;8 676;98,0;100,0;0;99,0;1,0
2006;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;53,1;0,1;190,1;32;122,7;122,8;23 691;6 009;8 479;97,0;97,0;0;96,8;1,0
2006;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;51,0;0,6;195,9;28;124,2;125,2;23 829;5 444;8 252;98,0;90,0;0;94,2;1,1
2006;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;O3;1g;55,6;0,4;192,2;21;117,3;118,7;23 227;5 752;7 956;90,0;92,0;0;90,8;1,0
2006;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;46,2;0,0;181,0;31;125,5;125,5;22 910;4 998;8 174;93,0;93,0;0;93,3;1,0
2006;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;56,8;0,0;187,0;19;118,3;118,3;18 624;5 521;8 725;100,0;99,0;0;99,6;1,0
2006;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;58,7;0,0;185,0;29;122,0;123,1;19 294;6 494;8 144;100,0;86,0;0;93,0;1,2
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;O3;1g;61,6;1,2;167,8;18;116,1;116,4;19 510;5 265;8 669;99,0;99,0;0;99,0;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;52,7;0,6;161,6;15;110,4;110,9;14 595;4 225;8 620;100,0;97,0;0;98,4;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;59,8;1,5;166,8;16;113,6;115,2;17 530;5 071;8 411;97,0;95,0;0;96,0;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;57,8;1,4;165,3;12;110,4;112,8;12 444;3 994;8 602;99,0;98,0;0;98,2;1,0
2006;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;66,8;3,0;179,0;21;117,3;118,6;20 078;6 150;7 983;99,0;83,0;0;91,1;1,2
2006;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;55,4;0,0;178,0;16;108,1;110,8;16 102;4 435;8 500;99,0;95,0;0;97,0;1,0
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;42,9;1,0;185,0;33;123,0;123,0;22 848;4 867;8 344;95,0;95,0;0;95,3;1,0
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;37,8;1,0;196,0;22;117,0;121,3;17 361;3 725;7 140;70,0;93,0;0;81,5;0,8
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;45,2;1,0;174,0;23;118,6;124,9;24 662;4 588;6 987;88,0;72,0;0;79,8;1,2
2006;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;51,5;1,0;172,0;22;117,0;117,6;20 243;4 090;7 853;87,0;92,0;0;89,6;1,0
2006;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;39,0;1,0;127,0;0;85,6;92,0;;1 672;4 713;14,0;94,0;0;53,8;0,2
2006;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;46,7;1,0;171,0;31;122,1;123,6;22 112;4 876;7 994;92,0;91,0;0;91,3;1,0
2006;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;64,4;4,0;175,0;38;133,1;134,5;29 196;7 586;7 944;95,0;86,0;0;90,7;1,1
2006;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSwietKrzyz;O3;1g;79,8;5,0;177,0;56;133,5;134,0;26 501;9 751;8 050;84,0;100,0;0;91,9;0,8
2006;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;52,1;0,7;156,8;10;111,6;112,1;15 131;4 165;8 031;93,0;90,0;0;91,7;1,0
2006;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;55,0;0,4;155,3;9;110,6;111,4;14 467;4 673;7 240;83,0;82,0;0;82,6;1,0
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;O3;1g;59,0;0,8;146,3;4;102,9;111,0;14 827;4 247;6 642;59,0;93,0;0;75,8;0,6
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;O3;1g;60,6;0,0;175,4;14;114,5;115,2;17 363;4 952;8 070;91,0;94,0;0;92,1;1,0
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;57,8;0,0;175,7;21;116,1;122,5;20 916;6 068;7 450;86,0;84,0;0;85,0;1,0
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;62,4;1,3;150,7;23;117,7;121,1;16 776;5 982;7 901;83,0;98,0;0;90,2;0,9
2006;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;47,1;0,0;204,6;31;125,1;125,1;25 604;4 975;8 594;99,0;98,0;0;98,1;1,0
2006;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;54,1;0,1;197,4;38;125,8;126,7;24 574;6 052;8 508;97,0;97,0;0;97,1;1,0
2006;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;56,5;1,3;199,2;37;131,9;134,8;28 718;6 640;8 577;99,0;97,0;0;97,9;1,0
2006;wielkopolskie;PL3003;strefa wielkopolska;WpWKP003;O3;1g;50,3;0,2;186,9;39;129,3;130,2;29 627;5 766;8 286;95,0;94,0;0;94,6;1,0
2006;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;52,5;0,0;178,0;16;113,1;113,4;14 210;4 570;8 542;97,0;98,0;0;97,5;1,0
2006;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;61,7;4,0;194,0;41;128,1;128,6;25 918;7 236;8 425;95,0;97,0;0;96,2;1,0
2007;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;49,3;1,0;159,0;29;121,5;123,3;17 716;5 084;8 143;95,0;91,0;5;93,0;1,0
2007;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;44,4;1,0;179,0;20;117,4;117,5;14 066;4 127;8 402;100,0;92,0;6;95,9;1,1
2007;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;53,3;1,0;191,0;31;124,4;124,6;18 901;5 314;8 563;98,0;97,0;5;97,8;1,0
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzar07;O3;1g;77,9;4,0;160,0;47;133,9;137,8;21 977;7 919;7 663;87,0;88,0;3;87,5;1,0
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;72,5;2,0;166,0;38;128,1;128,9;18 272;6 669;8 424;99,0;94,0;6;96,2;1,1
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;54,7;1,0;178,0;37;125,1;125,3;19 533;5 463;8 407;100,0;92,0;6;96,0;1,1
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;48,3;0,0;176,0;24;119,3;120,8;15 534;4 797;8 250;97,0;91,0;5;94,2;1,1
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;84,9;5,0;184,0;65;141,4;142,8;27 660;9 936;7 947;95,0;87,0;4;90,7;1,1
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;92,2;4,0;194,0;88;148,3;148,5;31 686;12 626;8 663;100,0;98,0;6;98,9;1,0
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgCO;O3;1g;27,7;0,0;94,6;0;32,4;64,2;0;212;1 430;18,0;15,0;0;16,3;1,3
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;O3;1g;35,6;0,0;124,9;0;83,0;89,5;3 260;1 269;7 008;77,0;83,0;0;80,0;0,9
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;45,9;0,5;155,4;13;111,3;112,6;11 963;3 799;7 972;100,0;82,0;6;91,0;1,2
2007;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;O3;1g;35,1;0,0;136,0;0;84,5;85,8;1 958;897;7 860;83,0;97,0;3;89,7;0,9
2007;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;O3;1g;41,2;0,0;118,1;0;92,2;94,0;5 501;1 814;6 753;60,0;94,0;3;77,1;0,6
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;43,4;0,0;135,6;3;94,6;95,6;7 293;2 173;7 309;100,0;67,0;6;83,4;1,5
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFDobrzynUM;O3;1g;41,4;0,0;118,2;0;67,0;104,6;7 949;3 587;1 319;17,0;13,0;0;15,1;1,3
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFGolub;O3;1g;30,3;1,0;117,3;0;44,7;79,4;1 465;733;1 607;20,0;17,0;1;18,3;1,2
