Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[%];(-)
2022;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;1g;12,0;0,9;104,9;8214;93,8;1,1
2022;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;13,1;1,2;72,4;357;97,8;1,0
2022;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmElkStadion;PM2.5;1g;12,3;0,1;155,7;8737;99,7;1,0
2022;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrPilsud;PM2.5;1g;12,9;1,9;112,8;8694;99,2;1,0
2022;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrPilsud;PM2.5;24g;14,0;2,3;75,4;365;100,0;1,0
2022;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;9,3;1,5;30,9;347;95,1;1,0
2022;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmSzczPolskMOB;PM2.5;1g;17,7;3,6;214,1;8681;99,1;1,0
2022;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;PM2.5;1g;16,0;1,7;195,3;8293;94,7;1,1
2022;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;PM2.5;24g;17,7;0,0;109,3;344;94,2;0,9
2022;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;18,4;1,6;92,4;8003;91,4;1,2
2022;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;18,7;3,5;90,0;365;100,0;1,0
2022;wielkopolskie;PL3003;strefa wielkopolska;WpPleszAlMic;PM2.5;24g;20,4;4,4;114,9;336;92,1;1,0
2022;wielkopolskie;PL3003;strefa wielkopolska;WpSzamotKollMOB;PM2.5;1g;20,4;2,1;343,7;8698;99,3;1,0
2022;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndrze;PM2.5;1g;12,5;0,1;87,7;8650;98,7;1,0
2022;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndrze;PM2.5;24g;11,5;2,4;50,8;360;98,6;1,0
2022;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;10,5;2,0;47,7;365;100,0;1,0
2022;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpKamSzpitalMOB;PM2.5;1g;11,2;2,4;119,2;8670;99,0;1,0
2022;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;14,7;2,0;67,7;365;100,0;1,0
2022;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;11,3;2,3;51,1;365;100,0;1,0
